case_id,model_profile,mechanism,family,context_records,seed,split,purpose,attempt_id,arm,pair_index,concurrency,request_id,table_sha256,table_index,within_table_position,first_query_of_table,observed,status,correct,expected,output,output_token_ids,input_token_ids_sha256,input_tokens,native_reused_tokens,native_new_tokens,native_prompt_ms,native_generation_ms,generated_tokens,client_end_to_end_ns,client_queue_before_dispatch_ns,native_request_proxy_ns,client_ttft_ns,original_prompt_characters,original_prompt_sha256,transformed_prompt_characters,intervention_duration_ns,intervention_decision
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r070,56d9cfb76db81890e3f27be0447bd2a04a2fcdf8ac5ea1dc287b177c12fc4fcc,8,6,False,True,SUCCEEDED,False,CGQBF,CWWCX,"[34, 18985, 65240, 151645]",fff98544d38f5de72e11894b376acd4744722c33f34c4fb89217f29ac72d0302,92,70,22,153.69,73.129,4,40114019495,39880014940,234004555,40057240962,643,c0e924fda9771bec5fd5a725e7faa08a11eeed616f75782c8782b9fff869cb7f,229,34144,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r071,56d9cfb76db81890e3f27be0447bd2a04a2fcdf8ac5ea1dc287b177c12fc4fcc,8,7,False,True,SUCCEEDED,True,CYAND,CYAND,"[34525, 3976, 151645]",507e195fb07c7d10e728a1b09e879476da012b91086f07c9ba02dbba04f3ee87,91,70,21,148.886,49.042,3,40324708073,40119462276,205245797,40293454765,643,070fa72212066672e37b047b431f2bbbe08893cd08282b48e9189d5045f26841,229,32340,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r072,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,0,True,True,SUCCEEDED,True,CZRYR,CZRYR,"[34, 57, 11242, 49, 151645]",a5e17693430a61e3d1198ff4e2963c7768727545a9dd61bbad526efb45a4e059,92,71,21,148.117,97.542,5,41135682376,40882692086,252990290,41056300461,643,8c62b6a1214c115701729666f0edd2d62ba484c3ae1036feaaf5b71949c8c2fe,229,32550,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r073,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,1,False,True,SUCCEEDED,True,CSOMH,CSOMH,"[6412, 1898, 39, 151645]",a5b24c8482dc2e6476099a7ecfe20a4c28b425810de6bc8fab2a6c03bc377d66,92,70,22,153.59,73.302,4,42115647888,41881438021,234209867,42057535154,643,6eda43ed70ef5f5306de23efb983e3a57fad07553a43758580b2e1d820a156fb,229,34103,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r074,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,2,False,True,SUCCEEDED,False,CJFCT,CJPIR,"[34, 41, 1893, 49, 151645]",c543aa059954e81323d3c28e7e05e49a42591f7558105548e6343d21a3865beb,92,70,22,154.222,97.965,5,42379515054,42120056987,259458067,42299301021,643,a7a130a3d07333c5ef62caee8d55e7530bdccd5f4853fd1cfcd836739244a6de,229,32731,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r075,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,3,False,True,SUCCEEDED,False,CKROV,CCNQF,"[3706, 45, 48, 37, 151645]",3e20f50d4e88e7e582c14175e359a07d4af017c5bb2192eef6e04d17ce516541,94,70,24,164.742,97.669,5,43157243835,42885714801,271529034,43074232931,643,fa891a3ea2ad037ae6effe67c0da4e623811fb8dc55a8f211faf3c93a5830c3e,229,32320,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r076,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,4,False,True,SUCCEEDED,True,CTFPK,CTFPK,"[34, 10808, 22242, 151645]",9286a62740393da0c01c2a1f5c84e09cb1679fcce4240a404db743a53e89566e,92,70,22,153.7,73.408,4,44114811176,43880378575,234432601,44059292556,643,aff1bcd8ae83f96df4aa03f53d09f586983480dc38f2e7bab8a927efe9eee2f0,229,33132,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r077,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,5,False,True,SUCCEEDED,True,CQUFR,CQUFR,"[34, 5757, 10504, 151645]",1ca5054127e2334943c76f4b948390da5680834070bfd5d9ac46b4fffabb0990,92,70,22,154.021,73.569,4,44357955918,44119214194,238741724,44297370345,643,5847c4364350cd9b84407cb8e3459e70ead8d0b108d145425627b2ee1b8389a7,229,32660,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r078,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,6,False,True,SUCCEEDED,False,CVDZC,ASK,"[1911, 42, 151645]",497345f493266ea2d3d672dd7128939eec898ad965d1dedea83cd30860f42221,93,70,23,159.292,49.024,3,45109188237,44893605188,215583049,45073279252,643,43a6cddf188ff7fe2d66ccaa7211b642c551863a4057ccfd49715751375179ea,229,33081,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r079,7dfce28e2c90ec4cf02b6faa00cc10bfbe877bc0128c2dc426154a4072defced,9,7,False,True,SUCCEEDED,True,CUBFP,CUBFP,"[34, 4493, 11698, 151645]",032759855dd30fe2b6c2a7e08abde72839ce1b185ad0dba695dae88d5b37fac7,90,70,20,144.153,73.364,4,45342039367,45117118774,224920593,45278304038,643,0cfccf528bcfc1388bbb7076cac955b09eda05c74e8fd2554942c21417baa143,229,32531,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r080,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,0,True,True,SUCCEEDED,True,CHQWC,CHQWC,"[2149, 48, 25459, 151645]",34a8b11c7ab92b0b94e61730f37a9ed4c6b327ad57ed653b038bdcc885ace1c3,92,70,22,153.749,73.282,4,46126936358,45892596089,234340269,46067229910,643,3262c68f725a417aa60f30ce113b0c9637517111cf0aa9148e6b8f9e11eff702,229,33011,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r081,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,1,False,True,SUCCEEDED,False,CXGMH,CJOVG,"[34, 26145, 46641, 151645]",86ca31e63d38e773ae760d9b42e1a6e4842380f1f21227b3207d4b4ce439be93,92,71,21,148.833,73.276,4,46361140524,46131589200,229551324,46305346712,643,b6ce6e55cc167f869b6c7ae1285e8fb21d0ac636508ac0740115fd1da74ee513,229,37780,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r082,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,2,False,True,SUCCEEDED,True,CUWVD,CUWVD,"[16799, 54, 12474, 151645]",5999bb2649c1f91b6b1ff513e0e3a7d990bc8294145c0d0dfff3b9b4d305ca9b,92,70,22,153.701,73.02,4,47131837419,46897898747,233938672,47067122257,643,d62896ccff8bd983dfe16a39657e1023dc8686c660258112e22b6d10b3c4046b,229,34744,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r083,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,3,False,True,SUCCEEDED,False,CPUEI,CCCKO,"[3706, 3021, 46, 151645]",941ba8c49d4e6f15ad6d86c4c386081c89a9fa798dee363b21a0be0a867f088d,92,70,22,154.376,74.382,4,47378616449,47142656217,235960232,47320515336,643,3f6a3e63f13c0e47a90d1842db005e20859d06cc0b15c49fb64bc7b4f444ff3e,229,32320,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r084,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,4,False,True,SUCCEEDED,True,CCTRS,CCTRS,"[34, 1162, 11451, 151645]",56c55cc864c4fba5fec248ffefc9328e5c83d3ae344872944bfb60e1b7f5e4e7,89,70,19,134.905,73.402,4,48128319614,47912526615,215792999,48071286879,643,ccad43365038de58dc3784a8b0bcbc7a7d881964539441b9025ae549ef69ee7b,229,33993,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r085,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,5,False,True,SUCCEEDED,False,CBKDF,CSLTY,"[6412, 43, 22098, 151645]",479e9148c26eba319fa7be0deed67e79b502bc6577608ae12bc1c6d77fb00012,90,70,20,144.306,73.555,4,48361219635,48135916100,225303535,48297345678,643,6c65ef9e03dde530e4aea54df16488642fcb46f462fc333a76d92ec59f13de96,229,33122,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r086,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,6,False,True,SUCCEEDED,True,CGNXX,CGNXX,"[8798, 45, 6148, 151645]",cce4765238c295c154e7cf82e2292c92b4fdc59e8e0ec0ccc22e4531ee7c00c8,92,70,22,153.79,73.219,4,49132486550,48897543570,234942980,49074299618,643,c903982b4515cb8b049680c88538080382d8cdeb37145f16b056df5cb50b2b22,229,32340,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r087,b74e2f13ac0461af186d9e3d4ae5ae77a0a95f703d5ec928740df1bab8cf56d3,10,7,False,True,SUCCEEDED,True,CACBD,CACBD,"[34, 1706, 9548, 151645]",5e661291a6ae18ba515dbb29525c0a13ae4bfd8dd7838874a1fffe74471d2c1b,92,70,22,154.077,73.494,4,49376447600,49141319416,235128184,49314399087,643,421cc322f0bd466b4df0de195cdc7098256cd61239e34abb8666e96d43f11e35,229,32991,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r088,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,0,True,True,SUCCEEDED,False,CGYZA,VALUE CWKQN,"[23832, 40035, 42, 87054, 151645]",fc399e9b23d45c2b5b10a7a5fa0edd8cf9ab8362154e5e57130f30b87166febe,92,70,22,153.744,97.705,5,50168046293,49908763842,259282451,50086262541,643,da3e53c1b56b1746f9ea52ee37028aec9f3c906a27ee7a2205861c9d266b666e,229,32911,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r089,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,1,False,True,SUCCEEDED,False,CZAFG,CWBVS,"[34, 52868, 26050, 151645]",029548700b58015a7121ba8eae73b515e4940d7a06b7c2e8deb0295fd62ce111,92,71,21,147.757,73.306,4,51133781703,50902430182,231351521,51075286187,643,86e96deb390bd54c02133c345e68f8ef3983aff0c66cbfdb67fdc818e11b0de8,229,33412,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r090,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,2,False,True,SUCCEEDED,False,CKOZB,CEAIQ,"[2104, 15469, 48, 151645]",3af36dc776ad861116f385e02309f3ea6ccdae5455d4d6be00855399da032ce6,93,70,23,158.906,73.595,4,51386274458,51146389127,239885331,51330329224,643,eaeb8c0c0208e17fdd37e5f829cf69debe77f705e7bfa27105e7eb0fd55bbf2a,229,34714,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r091,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,3,False,True,SUCCEEDED,True,CCWDX,CCWDX,"[3706, 54, 16591, 151645]",fe304cce19ba483f5c216a37eb24ee3f1c93afc5c794f052dcbd7cf55400c976,92,70,22,153.625,73.122,4,52151904210,51917829425,234074785,52095324106,643,9b69c294c25c70a3b1799af15430fb066882c6fac05732991509ccddbc308854,229,33172,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r092,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,4,False,True,SUCCEEDED,False,CEMGY,CJGKP,"[34, 41, 38, 65036, 151645]",ed771b0e42b000e0847eb8d0bba15bafa0501464677825363df393f3bae54f96,92,70,22,154.033,97.823,5,52420580279,52160332633,260247646,52327504088,643,ad966d08b0a2b9d052ceaffa27cbe8c21fec3ecf4a012c573fd9f26fd6477829,229,33733,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r093,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,5,False,True,SUCCEEDED,True,COFPW,COFPW,"[8281, 11698, 54, 151645]",7387cdc4149c52a697979185918631d18e7f25c8a8ed78a1968571e05180f842,92,70,22,153.714,73.304,4,53159793789,52925326884,234466905,53102316526,643,04e1eb5f59508c213feae9ea30c80a6830fe6b715644095295f239c2de8f0d3b,229,32451,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r094,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,6,False,True,SUCCEEDED,False,CIKRZ,CVDXN,"[34, 12474, 55, 45, 151645]",d02ffd88f97eb3797a98e9a6462f4bcc5928cdda2a217484d150b323eb0a6778,94,70,24,165.188,97.946,5,53434567837,53163957912,270609925,53354286579,643,9319c8be6d5d4f2f609cca268ebdf943a34139b16839ad21a1fb96766d564e2d,229,32710,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r095,5a349e401fff133aa08cf08ac9effdaaf2656297fb7ec4f69fd66df1d01f4756,11,7,False,True,SUCCEEDED,True,CJPLA,CJPLA,"[34, 41, 2916, 32, 151645]",5940f6e262a9388bb97544a7e2cf12109059e0cfc56d5b9f9fc2de5ff7510f5c,92,70,22,153.591,97.615,5,54183894973,53925188654,258706319,54094135230,643,897bce8c658aa021279767a1f8d5b01a9452732fcededadf73c1c0138cac3a60,229,33712,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r096,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,0,True,True,SUCCEEDED,True,CMJJQ,CMJJQ,"[9985, 63391, 48, 151645]",aba843beecade236b3e8cc0203dd708cc19bd46612adaaa029ab9e9dd2e121cf,92,70,22,153.6,73.173,4,55154867312,54920680668,234186644,55099304209,643,8490d794a6f3139ba6d5c147946d566a7ba77063919a2b668f4c103bbe2cf774,229,33192,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r097,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,1,False,True,SUCCEEDED,False,CJPES,CHZQZ,"[2149, 57, 48, 57, 151645]",a4c92fc90f45d6e4fbebcd40045f56609446578a17aaba1a18fb465a9618840c,94,70,24,165.038,98.037,5,55429762425,55159421040,270341385,55349391971,643,3c0a0954c2cd75f07adeb3c7c6af445ebe68f1eed106b4de228d0472582ce8eb,229,33102,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r098,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,2,False,True,SUCCEEDED,False,CPARE,CEBQF,"[34, 8264, 48, 37, 151645]",536f59282000e2a1ec7bb5c4368dfc310ee11ac371de41f149bf7fc59e98e3e9,93,70,23,158.639,97.853,5,56200216799,55936210113,264006686,56113316563,643,871444be0a27224b81fce5ab17fcbfafcedf9dcd78f83a958332e2978348b608,229,37209,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r099,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,3,False,True,SUCCEEDED,True,CYFGU,CYFGU,"[34525, 12001, 52, 151645]",65c58fc096c10b1cca501cdecd7e1285931c00ab63f781b97576715862f0cb6e,92,70,22,153.8,73.216,4,57163209359,56928794260,234415099,57106811664,643,7258bb07ac93fc7da8dffe7209595f08c293479ad9235ad55bb1fd9beb52b32d,229,33111,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r100,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,4,False,True,SUCCEEDED,False,CLUSN,CNWCT,"[28668, 54, 1162, 151645]",52eaa975c07369c75152a35b6573ebe07c395d3eb7df8d430353502a549d47c6,92,70,22,154.241,73.371,4,57402123804,57167380465,234743339,57339526641,643,7f861e45ba05d36de92e59dda6694de093bed8a94ef796019c9a766fefe2e93f,229,33132,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r101,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,5,False,True,SUCCEEDED,False,CIAON,CDBHH,"[34, 3506, 23180, 151645]",08cbff8b99511bf009657e0c5c0861628ee1c4b974e70bead10a121c89860182,91,70,21,148.074,73.222,4,58165430646,57936690842,228739804,58100128754,643,92ba87a527cb8e37902b15b6be8330794414c5323401025016efd89b57b85a59,229,33122,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r102,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,6,False,True,SUCCEEDED,False,CCRSL,CFVKB,"[9650, 53, 29862, 151645]",485918cee4cde80812525244dd2000f64657eaac83c5a75b7521ba8df525099e,92,70,22,154.091,73.336,4,58405124040,58170280475,234843565,58345315663,643,21af11ec1b95f3a4136b8d34ce24d275fd578d7c9009331d94308fae7e9323a9,229,33172,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r103,edefefb0bcf5d7dd4f9b5205bc5c43ac53d77498099c84e68441a5f68437daf8,12,7,False,True,SUCCEEDED,False,CTRLT,CHVID,"[2149, 7483, 151645]",0fda1113a2990eabf2c8e0436cc346ce992a476fd0b68ca3bf9339f2898c5902,89,70,19,135.429,48.908,3,59126913469,58934734902,192178567,59095249938,643,ede482cf25e727d909bcb19e27eca8fbc4fe39b0a262602f6847d5a149fd1c31,229,32661,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r104,c7aab0ddac869462273e075103bd0ef7393b6afd4edf83ad4c92dd6a7c739030,13,0,True,True,SUCCEEDED,False,CNWXK,CVOCI,"[19589, 63983, 151645]",a98f6faaf5a84a50a1505e7cdab93d862d8d80134657a5455856ea922011b1d9,90,70,20,143.723,49.083,3,59334270912,59132450786,201820126,59301304088,643,de3d38118c7b5f0d839cadb697c66545626af4313ad52d972b5568dc163feb62,229,33082,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r105,c7aab0ddac869462273e075103bd0ef7393b6afd4edf83ad4c92dd6a7c739030,13,1,False,True,SUCCEEDED,True,CYDCB,CYDCB,"[34525, 5626, 33, 151645]",5747eb3880181fd91ec02d42be28a71446446b85d3957258a42e3a583a200ab8,92,70,22,153.679,73.25,4,60174855206,59940551636,234303570,60109126400,643,8ddcb109454e01072ec8993d954e29f62e386224d2ee13ed05872b7ae19cee72,229,32641,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r106,c7aab0ddac869462273e075103bd0ef7393b6afd4edf83ad4c92dd6a7c739030,13,2,False,True,SUCCEEDED,True,CSRYE,CSRYE,"[6412, 11242, 36, 151645]",f56f59a16a99bd6ba8f4290879812f1b76a01981b209b7e3719c2b0a076358c0,92,70,22,154.064,73.157,4,60421345830,60186736090,234609740,60356196100,643,a7c1b8b2838f8d3e6920ef4a29863583a2ae4bc18e719de4032a38f1934a0b8f,229,33722,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r107,c7aab0ddac869462273e075103bd0ef7393b6afd4edf83ad4c92dd6a7c739030,13,3,False,True,SUCCEEDED,False,CCFHB,CFFHB,"[34, 1748, 30725, 151645]",ac7a917192a1b7a94883f2b19e01d01f7be9a98a694ac2c85b0bbeca716adb58,92,70,22,153.505,73.165,4,61180292745,60946228509,234064236,61123289825,643,d345a01e195b13e8eab20336c5064d2d16f0edbb63d8c7995b9b0a6c73280a5f,229,35456,CERTIFIED_SLICE
h1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940129,confirmation,MEASUREMENT,attempt-e6b2a2da5032458ab5d5bc5c381b73b6,candidate,1,1,r108,c7aab0ddac869462273e075103bd0ef7393b6afd4edf83ad4c92dd6a7c739030,13,4,False,True,SUCCEEDED,True,CGVXQ,CGVXQ,"[8798, 53, 55, 48, 151645]",ac19f1a5ee868d90ced0f7c3b14878d614e989a0aa249d14527643cdacbadb90,93,70,23,159.062,97.962,5,61449274502,61184889192,264385310,61369405511,643,d38121b195a01a8c1b7521ee8a33597fab66e0c73887687b4ad143647d11c37c,229,34103,CERTIFIED_SLICE
