study,phase,mechanism,pair_index,request_id,family,full_correct,candidate_correct,outcome,oracle_correct
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r032,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r033,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r034,reference-chain,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r035,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r036,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r037,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r038,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r039,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r040,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r041,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r042,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r043,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r044,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r045,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r046,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r047,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r048,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r049,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r050,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r051,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r052,reference-chain,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r053,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r054,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r055,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r056,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r057,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r058,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r059,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r060,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r061,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r062,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r063,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r064,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r065,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r066,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r067,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r068,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r069,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r070,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r071,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r072,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r073,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r074,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r075,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r076,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r077,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r078,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r079,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r080,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r081,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r082,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r083,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r084,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r085,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r086,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r087,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r088,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r089,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r090,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r091,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r092,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r093,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r094,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r095,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r096,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r097,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r098,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r099,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r100,reference-chain,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r101,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r102,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r103,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r104,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r105,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r106,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r107,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r108,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r109,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r110,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r111,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r112,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r113,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r114,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r115,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r116,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r117,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r118,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r119,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r120,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r121,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r122,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r123,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r124,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r125,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r126,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,0,r127,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r000,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r001,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r002,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r003,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r004,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r005,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r006,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r007,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r008,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r009,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r010,reference-chain,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r011,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r012,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r013,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r014,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r015,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r016,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r017,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r018,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r019,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r020,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r021,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r022,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r023,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r024,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r025,reference-chain,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r026,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r027,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r028,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r029,record-updates,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r030,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r031,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r032,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r033,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r034,reference-chain,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r035,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r036,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r037,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r038,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r039,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r040,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r041,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r042,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r043,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r044,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r045,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r046,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r047,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r048,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r049,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r050,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r051,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r052,reference-chain,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r053,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r054,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r055,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r056,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r057,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r058,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r059,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r060,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r061,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r062,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r063,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r064,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r065,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r066,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r067,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r068,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r069,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r070,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r071,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r072,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r073,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r074,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r075,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r076,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r077,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r078,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r079,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r080,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r081,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r082,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r083,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r084,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r085,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r086,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r087,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r088,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r089,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r090,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r091,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r092,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r093,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r094,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r095,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r096,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r097,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r098,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r099,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r100,reference-chain,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r101,record-updates,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r102,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r103,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r104,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r105,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r106,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r107,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r108,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r109,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r110,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r111,record-lookup,True,False,full_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r112,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r113,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r114,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r115,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r116,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r117,record-lookup,False,True,candidate_only_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r118,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r119,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r120,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r121,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r122,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r123,record-lookup,True,True,both_correct,True
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r124,reference-chain,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r125,record-updates,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r126,record-lookup,False,False,both_wrong,False
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,1,r127,reference-chain,False,False,both_wrong,False
