study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,end_to_end_s,ttft_s,slo_qualified,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DFWKV,False,SUCCEEDED,eos,280,4,8.527978785,8.475069457,False,1.759790682,IDENTITY,,True,1,826,826,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DCKXI,False,SUCCEEDED,eos,279,4,10.526852224,10.456605436,False,1.756232575,IDENTITY,,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DADRX,False,SUCCEEDED,eos,278,4,12.532657534,12.467099355,False,1.752304651,IDENTITY,,True,3,1000,869,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DGNJL,False,SUCCEEDED,eos,276,5,14.549983567,14.472223328,False,1.763894512,IDENTITY,,True,1,391,391,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DPAZR,False,SUCCEEDED,eos,279,4,16.550503959,16.481634513,False,1.756183644,IDENTITY,,True,4,956,130,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DQCAJ,False,SUCCEEDED,eos,277,5,18.566444015,18.48533601,False,1.771419526,IDENTITY,,True,3,913,782,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DSGMD,False,SUCCEEDED,eos,279,4,20.560901393,20.493691402,False,1.754448908,IDENTITY,,True,1,217,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDULD,False,SUCCEEDED,eos,274,3,22.512115888,22.470524356,False,1.705406471,IDENTITY,,True,4,1000,173,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,284,4,24.601626212,24.546893012,False,1.785118981,IDENTITY,,True,3,695,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DZQII,False,SUCCEEDED,eos,272,5,26.561330845,26.466614003,False,1.742297282,IDENTITY,,True,1,652,652,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DQXGN,False,SUCCEEDED,eos,280,5,28.6095523,28.52929644,False,1.78771065,IDENTITY,,True,4,695,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DQWOS DHMYT,False,SUCCEEDED,eos,281,8,30.738737932,30.577581332,False,1.898982586,IDENTITY,,True,3,1000,652,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DZYTX,False,SUCCEEDED,eos,279,4,32.600683867,32.530840199,False,1.764644427,IDENTITY,,True,1,347,347,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DHOZK,False,SUCCEEDED,eos,281,5,34.639153218,34.55287066,False,1.795074404,IDENTITY,,True,4,739,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DVLUG,False,SUCCEEDED,eos,274,4,36.58200937,36.520244204,False,1.727906221,IDENTITY,,True,3,869,521,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DJZMT,True,SUCCEEDED,eos,278,4,38.611968615,38.553297032,False,1.756009651,IDENTITY,,True,1,608,608,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNKO,False,SUCCEEDED,eos,275,4,40.602046318,40.534369439,False,1.733669367,IDENTITY,,True,4,869,86,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRUCA,False,SUCCEEDED,eos,274,4,42.591085139,42.535758747,False,1.728005264,IDENTITY,,True,3,956,347,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DCVJC,False,SUCCEEDED,eos,281,4,44.634192976,44.580762829,False,1.766453642,IDENTITY,,True,1,739,739,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,274,4,46.601707652,46.531134587,False,1.730107845,IDENTITY,,True,4,695,217,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DGYXQ,False,SUCCEEDED,eos,274,5,48.63600284,48.550962873,False,1.756072608,IDENTITY,,True,3,1000,565,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DRIXT,True,SUCCEEDED,eos,281,4,50.648975317,50.594776602,False,1.766451728,IDENTITY,,True,1,869,869,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DQQC,False,SUCCEEDED,eos,278,4,52.636994352,52.592790984,False,1.750671934,IDENTITY,,True,4,1000,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,286,4,54.68934189,54.630178883,False,1.796957716,IDENTITY,,True,3,913,391,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DVGYP,True,SUCCEEDED,eos,277,4,56.655095261,56.589651374,False,1.745816075,IDENTITY,,True,1,956,956,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,282,5,58.709463857,58.619703352,False,1.804077335,IDENTITY,,True,4,869,0,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DJOHB,False,SUCCEEDED,eos,274,4,60.642109562,60.579547104,False,1.731901991,IDENTITY,,True,3,956,478,3,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DIMGJ,True,SUCCEEDED,eos,280,4,62.910915376,62.859526255,False,1.978176402,IDENTITY,,True,1,478,478,0,24
negative-fit-study04,DEVELOPMENT,dependency-slice-v1,attempt-5e5d559a3ca94a908e0daf1f595c3eb9,1,baseline,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,283,5,64.724194062,64.644533288,False,1.805918509,IDENTITY,,True,4,869,434,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r000,d816e17852545175ae064d23cdfed98c755c0a154c83606be751c0a6d6f03915,record-lookup,DCXYD,DDXYD,False,SUCCEEDED,eos,273,4,2.458994361,2.396189922,False,1.716748242,IDENTITY,,True,1,1000,1000,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r001,a9e1af87bed4d4e34220217e0b5e35d2cccefbd329bcbec83ee2c799248c6bd5,reference-chain,DFELB,DTORQ,False,SUCCEEDED,eos,283,4,4.565607498,4.510920645,False,1.771535131,IDENTITY,,True,4,782,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r002,256c2e494087e495822659ad153d3c99912989518ba4f70ebfde465607863e84,record-updates,DZEPS,DQKEA,False,SUCCEEDED,eos,272,5,6.539027756,6.451992189,False,1.738695453,IDENTITY,,True,3,913,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r003,49046fcc1bcc0913043897dc6c8f17b4de3cfacb78235e94e4f137715b83df7c,record-lookup,DUFAG,DUFAG,True,SUCCEEDED,eos,282,4,8.581235619,8.52713195,True,1.765312911,IDENTITY,,True,1,260,260,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r004,e9c7c67387a6fe9ca7ca53fe297e4f3a0f638a1bddc51e828aa5e23eb7420e99,reference-chain,DQWWM,DGYCL,False,SUCCEEDED,eos,281,4,10.582392755,10.529826024,False,1.763539473,IDENTITY,,True,4,956,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r005,1ad0ebe9b495fbafbb2beb64eb2a71eddbc12024996dc33b245dbeee2b59347a,record-updates,DYDMM,DASTG,False,SUCCEEDED,eos,274,4,12.540134487,12.485903652,False,1.724562001,IDENTITY,,True,3,913,260,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r006,18d93dd3977f57fe596bbea02fdace33bfc6e8808bb8bf730866be6db350e5ff,record-lookup,DASQA,DASQA,True,SUCCEEDED,eos,277,4,14.594881337,14.546665146,True,1.764310276,IDENTITY,,True,1,739,739,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r007,c98916711a454a6d94028e2fe10a0140c301d4be9adf4cbaf6ffef13bde62caa,reference-chain,DDMQU,DZFHF,False,SUCCEEDED,eos,269,4,16.538040883,16.477870823,False,1.69745241,IDENTITY,,True,4,913,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r008,f384facf483b2069c0839113b30675ef0e5a9b4aea152bcd64a59c812cb0d536,record-updates,DNMEK,DXXRA,False,SUCCEEDED,eos,281,4,18.608071714,18.551944352,False,1.764793685,IDENTITY,,True,3,869,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r009,e49fc24dd8feacdb026184d32207185cb7b0df7ab71b2fb3cbb06cf3c2d0e09f,record-lookup,DWKMP,DZSAY,False,SUCCEEDED,eos,280,5,20.634167234,20.556868313,False,1.78255904,IDENTITY,,True,1,217,217,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r010,6f36d629201bba18ea08f2802dd5d1aa0de9f55143b105ab6858dda667d6da31,reference-chain,DSGIB,DUXCP,False,SUCCEEDED,eos,273,4,22.588643855,22.533601992,False,1.725197924,IDENTITY,,True,4,956,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r011,10a8ae1502d9d61c1ded864ac2ddd57add364550ddc8031984dad851a4ad18c7,record-updates,DEYHQ,DCAOV,False,SUCCEEDED,eos,278,4,24.626526986,24.56690776,False,1.748248879,IDENTITY,,True,3,956,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r012,2dd756b5523fd3da1683eba01a558bf0f178fbefa468d7d1830ff1f7c3eb9046,record-lookup,DJALY,DDYEU,False,SUCCEEDED,eos,279,4,26.626611427,26.572920175,False,1.752021133,IDENTITY,,True,1,869,869,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r013,0aada737b94b61a50d2ce5e3bab858207029d18f0710709a654d825a7dfbb191,reference-chain,DXYMZ,DMBFX,False,SUCCEEDED,eos,279,4,28.628394397,28.574122716,False,1.751197482,IDENTITY,,True,4,1000,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r014,9ffcd3e075bcf0ce362d76cf8cff0503cdfecd0e9676ade383d6b8514e539004,record-updates,DFGGB,DGALE,False,SUCCEEDED,eos,282,4,30.649319403,30.59756923,False,1.767102569,IDENTITY,,True,3,782,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r015,dd49315fa523719615eead57434807bd33e0d4082c79d6ade13da0d6986d8d99,record-lookup,DHNHH,DUVSP,False,SUCCEEDED,eos,278,4,32.63323102,32.568826947,False,1.749547835,IDENTITY,,True,1,913,913,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r016,852d8a8e4db92e9ada006dcbbc052bf85d37b0750e2248f4cc44e128fcca28a3,reference-chain,DFHMU,DKGUY,False,SUCCEEDED,eos,275,4,34.611353361,34.555997614,False,1.728187924,IDENTITY,,True,4,521,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r017,f3fda7e460e7f63fe56322437de33b8aef02c0f6db1850547e7139c986e7c3eb,record-updates,DNFMK,DZMYZ,False,SUCCEEDED,eos,281,5,36.675363987,36.596893918,False,1.787362583,IDENTITY,,True,3,913,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r018,2e9647810064f0168553896305e48e076b044fcf1610d85cfe01cf299b75a07e,record-lookup,DYCIJ,DQWCO,False,SUCCEEDED,eos,288,5,38.725065565,38.639196887,False,1.827544955,IDENTITY,,True,1,173,173,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r019,3cfb09dffd4ca00d52d1f027426dd8ed826b504313f7cd8ba27894a91d91ce47,reference-chain,DFJME,DCCXQ,False,SUCCEEDED,eos,275,5,40.660082369,40.587109692,False,1.753349754,IDENTITY,,True,4,739,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r020,4965b5bc45b3303fd2aa95ec3f1d073d98fe9f1357b3efb9f4fa835e4b1dded1,record-updates,DVDCU,DZEHV,False,SUCCEEDED,eos,283,5,42.710260914,42.630865113,False,1.803813645,IDENTITY,,True,3,1000,434,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r021,e373e818dfdeac7d4d543b28eaf22752e068546255ce4b88d580aa4027c60560,record-lookup,DVOCC,DVOCC,True,SUCCEEDED,eos,280,4,44.66620823,44.600443717,False,1.758032612,IDENTITY,,True,1,304,304,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r022,90ef7006ab4887fb7d8db37ae0b1b9a1e9569e4ae6041d4bf741aa82438f4725,reference-chain,DWBGL,DZDSB,False,SUCCEEDED,eos,276,5,46.680195495,46.607319187,False,1.76004253,IDENTITY,,True,4,956,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r023,5047697ac24439e8bcd5033e69f035cd7d05d3a8a22be18bed6b37080907a6b2,record-updates,DEEDT,DCAAY,False,SUCCEEDED,eos,277,4,48.667361734,48.607842695,False,1.746446748,IDENTITY,,True,3,1000,652,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r024,ce07d5d2b593d368a52895e00a4dffb5991d7184926889b083456452faa4af64,record-lookup,DRLQI,DRLQI,True,SUCCEEDED,eos,272,5,50.675185567,50.59196867,False,1.743681986,IDENTITY,,True,1,782,782,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r025,9b42b9df6b809b8bc6adeebfef96f3a7f6a6a541e4aab2cb8a612d75d1203d64,reference-chain,DVWZJ,DGNAK,False,SUCCEEDED,eos,274,4,52.668553008,52.605825111,False,1.731673236,IDENTITY,,True,4,826,43,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r026,50cb47d2d5d548e7a4080991db8eefae215c1ed26017197bf4684d34eb36fde6,record-updates,DCWNB,DKCGY,False,SUCCEEDED,eos,282,4,54.712021725,54.646428951,False,1.769283214,IDENTITY,,True,3,913,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r027,01122f9cd3d0b608dad3b013561ace8610a69cec402b3afa9dbebfcb4f109d31,record-lookup,DFVST,DUXQO,False,SUCCEEDED,eos,276,5,56.702184346,56.623045192,False,1.758683783,IDENTITY,,True,1,652,652,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r028,94f79123f4cc0f1b9c087eb2a69eecdbd083cce49b18255d484f895a74d6fa28,reference-chain,DWLGQ,DMEBX,False,SUCCEEDED,eos,283,4,58.726451446,58.667927638,False,1.776148249,IDENTITY,,True,4,956,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r029,03413b095c2a004e476ce03358120a99cb044b0a2421d2dc6a30037922a53f1b,record-updates,DBVFX,DWSME,False,SUCCEEDED,eos,278,4,60.703206145,60.646707693,False,1.75077717,IDENTITY,,True,3,1000,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r030,d93c0f9109baded1f39519358321edff015e4662ff916c233ff424a915c76b95,record-lookup,DSJYT,DERFP,False,SUCCEEDED,eos,275,3,62.668317862,62.63496467,False,1.70774556,IDENTITY,,True,1,434,434,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-097219d435f54489826fb5d35715d6fe,0,baseline,r031,3a65b9acff85a22e0db953ab3c0cb2466a7065a508bf568b8774f6a0ccce09e1,reference-chain,DBZCC,DQIGR,False,SUCCEEDED,eos,276,5,64.72391892,64.627905348,False,1.760798305,IDENTITY,,True,4,1000,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r000,d816e17852545175ae064d23cdfed98c755c0a154c83606be751c0a6d6f03915,record-lookup,DCXYD,DCXYD,True,SUCCEEDED,eos,92,4,1.388852942,1.324321532,True,0.639010176,CERTIFIED_SLICE,1,True,1,1000,1000,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r001,a9e1af87bed4d4e34220217e0b5e35d2cccefbd329bcbec83ee2c799248c6bd5,reference-chain,DFELB,DFELB,True,SUCCEEDED,eos,117,4,2.552913839,2.489992493,True,0.784361505,CERTIFIED_SLICE,4,True,4,782,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r002,256c2e494087e495822659ad153d3c99912989518ba4f70ebfde465607863e84,record-updates,DZEPS,DRFNP,False,SUCCEEDED,eos,104,4,3.491147549,3.429769973,False,0.709434434,CERTIFIED_SLICE,3,True,3,913,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r003,49046fcc1bcc0913043897dc6c8f17b4de3cfacb78235e94e4f137715b83df7c,record-lookup,DUFAG,DZJKG,False,SUCCEEDED,eos,94,5,4.477848275,4.391829819,False,0.671455049,CERTIFIED_SLICE,1,True,1,260,260,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r004,e9c7c67387a6fe9ca7ca53fe297e4f3a0f638a1bddc51e828aa5e23eb7420e99,reference-chain,DQWWM,DONYU,False,SUCCEEDED,eos,116,4,5.593042763,5.528531922,False,0.783558602,CERTIFIED_SLICE,4,True,4,956,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r005,1ad0ebe9b495fbafbb2beb64eb2a71eddbc12024996dc33b245dbeee2b59347a,record-updates,DYDMM,DASTG,False,SUCCEEDED,eos,108,4,6.548195194,6.481638858,False,0.731572872,CERTIFIED_SLICE,3,True,3,913,260,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r006,18d93dd3977f57fe596bbea02fdace33bfc6e8808bb8bf730866be6db350e5ff,record-lookup,DASQA,DASQA,True,SUCCEEDED,eos,92,4,7.453948644,7.392056051,True,0.639226318,CERTIFIED_SLICE,1,True,1,739,739,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r007,c98916711a454a6d94028e2fe10a0140c301d4be9adf4cbaf6ffef13bde62caa,reference-chain,DDMQU,DZFHF,False,SUCCEEDED,eos,115,4,8.566959832,8.504775577,False,0.773498114,CERTIFIED_SLICE,4,True,4,913,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r008,f384facf483b2069c0839113b30675ef0e5a9b4aea152bcd64a59c812cb0d536,record-updates,DNMEK,DXXRA,False,SUCCEEDED,eos,110,4,9.571393283,9.523422439,False,0.747689261,CERTIFIED_SLICE,3,True,3,869,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r009,e49fc24dd8feacdb026184d32207185cb7b0df7ab71b2fb3cbb06cf3c2d0e09f,record-lookup,DWKMP,DPKZE,False,SUCCEEDED,eos,92,4,10.478619172,10.418984558,False,0.640297891,CERTIFIED_SLICE,1,True,1,217,217,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r010,6f36d629201bba18ea08f2802dd5d1aa0de9f55143b105ab6858dda667d6da31,reference-chain,DSGIB,DSQID,False,SUCCEEDED,eos,115,4,11.608854539,11.552883888,False,0.777020855,CERTIFIED_SLICE,4,True,4,956,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r011,10a8ae1502d9d61c1ded864ac2ddd57add364550ddc8031984dad851a4ad18c7,record-updates,DEYHQ,DBQKA,False,SUCCEEDED,eos,110,4,12.576853238,12.515583814,False,0.744055283,CERTIFIED_SLICE,3,True,3,956,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r012,2dd756b5523fd3da1683eba01a558bf0f178fbefa468d7d1830ff1f7c3eb9046,record-lookup,DJALY,DDYEU,False,SUCCEEDED,eos,92,4,13.473176813,13.403789263,False,0.644360545,CERTIFIED_SLICE,1,True,1,869,869,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r013,0aada737b94b61a50d2ce5e3bab858207029d18f0710709a654d825a7dfbb191,reference-chain,DXYMZ,DXYMZ,True,SUCCEEDED,eos,115,4,14.613228114,14.550748389,True,0.777965291,CERTIFIED_SLICE,4,True,4,1000,608,0,24
